fitness,lr0,lrf,momentum,weight_decay,warmup_epochs,warmup_momentum,box,cls,dfl,hsv_h,hsv_s,hsv_v,degrees,translate,scale,shear,perspective,flipud,fliplr,bgr,mosaic,mixup,copy_paste
0.25422,0.00788,0.00993,0.9193,0.0005,2.47975,0.68864,7.326,0.88658,1.95398,0.01252,0.72419,0.27425,0.0,0.1372,0.40684,0.0,0.0,0.0,0.76035,0.0,1.0,0.0,0.0
0.25541,0.00766,0.00968,0.9144,0.0005,2.66057,0.74188,6.82712,1.00789,2.258,0.01233,0.85859,0.26936,0.0,0.13852,0.35174,0.0,0.0,0.0,0.74826,0.0,1.0,0.0,0.0
0.26053,0.00882,0.01006,0.92013,0.00057,2.47975,0.45092,8.19781,0.86648,1.98922,0.01167,0.84375,0.27304,0.0,0.11442,0.35418,0.0,0.0,0.0,0.63122,0.0,1.0,0.0,0.0
0.25321,0.00864,0.012,0.8625,0.00049,2.65328,0.6577,6.83836,0.91239,1.83848,0.01166,0.60551,0.26598,0.0,0.14345,0.42754,0.0,0.0,0.0,0.80301,0.0,1.0,0.0,0.0
0.2347,0.0065,0.00652,0.85713,0.00054,2.52597,0.71976,8.87505,0.34982,1.42282,0.01322,0.67993,0.31546,0.0,0.13852,0.41001,0.0,0.0,0.0,0.84679,0.0,0.79129,0.0,0.0
0.25747,0.00937,0.01091,0.93519,0.00057,2.45751,0.45092,7.97623,0.85633,1.98922,0.01226,0.73863,0.27434,0.0,0.11933,0.35596,0.0,0.0,0.0,0.6619,0.0,1.0,0.0,0.0
0.25317,0.00762,0.00756,0.92013,0.00044,2.39839,0.50671,7.13571,0.91586,2.08277,0.01284,0.73232,0.31454,0.0,0.18567,0.36322,0.0,0.0,0.0,0.69937,0.0,1.0,0.0,0.0
0.25482,0.00677,0.00768,0.94762,0.00046,2.07755,0.68573,6.13859,0.86648,1.96737,0.0123,0.72901,0.25728,0.0,0.15713,0.43037,0.0,0.0,0.0,0.76662,0.0,0.79261,0.0,0.0
0.2612,0.00938,0.01068,0.89665,0.00049,2.56713,0.37142,7.93555,0.86648,1.88871,0.01108,0.84375,0.27844,0.0,0.11442,0.35418,0.0,0.0,0.0,0.63681,0.0,1.0,0.0,0.0
0.25571,0.00816,0.00933,0.87552,0.00044,2.71985,0.70264,7.24058,0.81688,2.09487,0.01213,0.83188,0.26497,0.0,0.13142,0.41555,0.0,0.0,0.0,0.71676,0.0,1.0,0.0,0.0
0.24874,0.00837,0.01128,0.90433,0.00059,2.41235,0.32116,8.29267,0.96273,1.82914,0.0129,0.81736,0.30265,0.0,0.09328,0.37624,0.0,0.0,0.0,0.52381,0.0,0.81117,0.0,0.0
0.25788,0.00761,0.009,0.87054,0.00049,2.47975,0.71965,7.13571,0.74699,1.98922,0.01241,0.72901,0.22803,0.0,0.10845,0.42545,0.0,0.0,0.0,0.71212,0.0,1.0,0.0,0.0
0.25453,0.0088,0.00995,0.91986,0.00057,2.50705,0.45395,8.19781,0.86648,1.98922,0.01163,0.84451,0.27218,0.0,0.11442,0.35523,0.0,0.0,0.0,0.6322,0.0,1.0,0.0,0.0
0.25846,0.00716,0.01112,0.90455,0.0005,2.35208,0.71145,6.4107,0.86648,2.15864,0.01225,0.71513,0.28805,0.0,0.13497,0.41594,0.0,0.0,0.0,0.63629,0.0,0.91197,0.0,0.0
0.25148,0.00993,0.00947,0.8857,0.00045,2.6108,0.71976,7.70477,0.85116,1.43814,0.01417,0.9,0.35367,0.0,0.0982,0.39872,0.0,0.0,0.0,0.891,0.0,0.826,0.0,0.0
0.25725,0.00748,0.00997,0.92013,0.00044,2.47975,0.68573,8.02345,0.97109,2.09232,0.01241,0.72901,0.2829,0.0,0.11851,0.4138,0.0,0.0,0.0,0.72738,0.0,0.9876,0.0,0.0
0.25362,0.00865,0.00946,0.88886,0.0005,2.64471,0.71702,7.10821,0.90554,1.94516,0.01235,0.78347,0.2683,0.0,0.13787,0.42216,0.0,0.0,0.0,0.74826,0.0,1.0,0.0,0.0
0.25374,0.01117,0.00851,0.92013,0.00057,2.76635,0.46009,8.58716,0.8459,1.98922,0.00989,0.84375,0.23616,0.0,0.11449,0.35418,0.0,0.0,0.0,0.60095,0.0,1.0,0.0,0.0
0.25725,0.00862,0.00957,0.93142,0.0006,2.66757,0.45092,6.71434,0.86648,1.68691,0.01226,0.82839,0.30006,0.0,0.10183,0.43123,0.0,0.0,0.0,0.67981,0.0,1.0,0.0,0.0
0.25408,0.00757,0.01069,0.90329,0.0005,2.45861,0.67109,7.01147,0.82832,2.05575,0.01334,0.76712,0.27147,0.0,0.12829,0.40675,0.0,0.0,0.0,0.76263,0.0,0.96706,0.0,0.0
0.25359,0.00888,0.01006,0.92361,0.00057,2.47975,0.45773,8.52134,0.86017,1.98922,0.01138,0.85793,0.26999,0.0,0.11578,0.35959,0.0,0.0,0.0,0.6335,0.0,0.97459,0.0,0.0
0.25842,0.00748,0.01077,0.92013,0.00049,2.77245,0.68573,7.64804,0.82393,2.08471,0.01096,0.6581,0.26602,0.0,0.14481,0.41594,0.0,0.0,0.0,0.88997,0.0,1.0,0.0,0.0
0.25561,0.00934,0.00725,0.86224,0.00063,2.47975,0.68573,7.49679,0.94576,1.97046,0.01143,0.77964,0.23056,0.0,0.13705,0.47263,0.0,0.0,0.0,0.76662,0.0,1.0,0.0,0.0
0.2551,0.00938,0.00878,0.89665,0.00049,2.37706,0.40837,7.93555,0.85688,1.72457,0.01042,0.86224,0.26874,0.0,0.13612,0.35418,0.0,0.0,0.0,0.6363,0.0,1.0,0.0,0.0
0.25524,0.00972,0.01099,0.91095,0.00051,2.56713,0.38728,7.81114,0.82913,1.96368,0.01122,0.76903,0.2815,0.0,0.11139,0.35418,0.0,0.0,0.0,0.61045,0.0,1.0,0.0,0.0
0.25865,0.00849,0.00958,0.97013,0.00045,2.45798,0.41333,7.00099,0.74513,1.87119,0.01066,0.80079,0.26381,0.0,0.11442,0.3144,0.0,0.0,0.0,0.63681,0.0,1.0,0.0,0.0
0.25777,0.00725,0.01006,0.92013,0.00052,2.24596,0.45092,6.94345,1.04338,2.24193,0.01246,0.88414,0.29027,0.0,0.13142,0.3883,0.0,0.0,0.0,0.63122,0.0,1.0,0.0,0.0
0.25516,0.0089,0.0107,0.91193,0.00055,2.41984,0.39539,7.78734,0.86648,1.95066,0.01274,0.83753,0.27304,0.0,0.1093,0.35825,0.0,0.0,0.0,0.63122,0.0,0.89138,0.0,0.0
0.25544,0.00707,0.00973,0.88319,0.0006,2.47975,0.68573,7.83784,1.03147,1.98922,0.01191,0.72901,0.27304,0.0,0.20845,0.39717,0.0,0.0,0.0,0.76662,0.0,1.0,0.0,0.0
0.25833,0.00968,0.01079,0.89202,0.00053,2.40096,0.35952,7.93555,0.85658,1.90123,0.01108,0.81538,0.27844,0.0,0.11281,0.37176,0.0,0.0,0.0,0.62526,0.0,1.0,0.0,0.0
0.25023,0.00998,0.00975,0.98,0.00062,2.4842,0.45092,8.69026,1.00934,2.83466,0.01248,0.9,0.18971,0.0,0.13531,0.34329,0.0,0.0,0.0,0.65938,0.0,0.96353,0.0,0.0
0.25988,0.00832,0.00947,0.84556,0.00046,2.66057,0.60219,5.49672,0.90398,1.9051,0.01097,0.87733,0.28953,0.0,0.11845,0.42466,0.0,0.0,0.0,0.74826,0.0,1.0,0.0,0.0
0.25625,0.00985,0.01062,0.92635,0.00053,2.54844,0.72737,7.13571,0.8896,1.86142,0.01233,0.78018,0.27242,0.0,0.11927,0.48087,0.0,0.0,0.0,0.70455,0.0,1.0,0.0,0.0
0.25797,0.00931,0.01006,0.91845,0.00063,2.67728,0.42254,8.19781,0.97199,1.93783,0.013,0.8511,0.26675,0.0,0.11442,0.37129,0.0,0.0,0.0,0.55626,0.0,0.96601,0.0,0.0
0.2518,0.00939,0.00909,0.88886,0.0005,2.45507,0.70036,6.76183,0.90584,1.96049,0.01246,0.76329,0.25334,0.0,0.14244,0.41946,0.0,0.0,0.0,0.74325,0.0,1.0,0.0,0.0
0.25666,0.00663,0.00539,0.87263,0.00051,2.54141,0.71976,8.0309,0.89206,1.77192,0.01233,0.70862,0.21682,0.0,0.13852,0.33756,0.0,0.0,0.0,0.8249,0.0,0.991,0.0,0.0
0.25444,0.00797,0.00986,0.82989,0.00038,2.3827,0.76786,7.13571,0.94631,2.00889,0.01241,0.70208,0.27304,0.0,0.11649,0.4069,0.0,0.0,0.0,0.69597,0.0,0.95593,0.0,0.0
0.25594,0.00762,0.00775,0.96499,0.00057,1.9627,0.68573,8.96072,0.80262,1.94479,0.01555,0.72901,0.30113,0.0,0.17031,0.44751,0.0,0.0,0.0,0.73298,0.0,1.0,0.0,0.0
0.25485,0.00738,0.00934,0.92498,0.00049,2.19101,0.73579,7.93695,0.97631,2.25094,0.01241,0.74944,0.24917,0.0,0.12986,0.37797,0.0,0.0,0.0,0.75081,0.0,0.87371,0.0,0.0
0.25688,0.00892,0.01068,0.89673,0.00045,2.56713,0.42511,7.59835,0.86648,2.0719,0.01184,0.9,0.27457,0.0,0.12103,0.29793,0.0,0.0,0.0,0.63681,0.0,1.0,0.0,0.0
0.24978,0.01036,0.01006,0.94096,0.00057,2.7834,0.3996,5.77301,1.15884,1.62834,0.01333,0.80685,0.21676,0.0,0.14319,0.35418,0.0,0.0,0.0,0.57429,0.0,0.84599,0.0,0.0
0.25586,0.00882,0.01008,0.93089,0.00057,2.47975,0.46987,8.19781,0.86648,1.80925,0.01174,0.84375,0.26726,0.0,0.10488,0.34636,0.0,0.0,0.0,0.59628,0.0,1.0,0.0,0.0
0.25224,0.00819,0.00961,0.92013,0.00057,2.47975,0.48097,7.79091,0.73248,2.20301,0.012,0.80083,0.26057,0.0,0.11442,0.35418,0.0,0.0,0.0,0.65812,0.0,0.93923,0.0,0.0
0.25259,0.00811,0.00973,0.92288,0.0005,2.42537,0.68573,6.83076,0.93962,2.0099,0.01241,0.69662,0.32711,0.0,0.13705,0.44375,0.0,0.0,0.0,0.71561,0.0,0.77811,0.0,0.0
0.25495,0.00905,0.00868,0.8679,0.00048,2.32353,0.70469,7.47158,0.78667,1.78904,0.01294,0.78018,0.26936,0.0,0.13852,0.3448,0.0,0.0,0.0,0.74826,0.0,0.82572,0.0,0.0
0.2522,0.00989,0.00822,0.91692,0.00035,2.59402,0.55615,7.32113,0.86648,2.19284,0.01183,0.86288,0.29049,0.0,0.16717,0.38454,0.0,0.0,0.0,0.76636,0.0,0.95613,0.0,0.0
0.25571,0.00641,0.0109,0.98,0.00053,2.30064,0.80141,6.48792,0.97283,1.98922,0.01346,0.77664,0.32293,0.0,0.11217,0.41594,0.0,0.0,0.0,0.62915,0.0,1.0,0.0,0.0
0.25975,0.00833,0.00843,0.93263,0.00054,2.47975,0.69851,6.27772,0.85925,1.98922,0.01223,0.78781,0.26311,0.0,0.13727,0.44283,0.0,0.0,0.0,0.76662,0.0,1.0,0.0,0.0
0.25707,0.00844,0.00929,0.88497,0.00051,2.73679,0.73394,7.35113,0.87993,1.87969,0.01233,0.78977,0.26936,0.0,0.14112,0.43456,0.0,0.0,0.0,0.72539,0.0,0.95821,0.0,0.0
0.24735,0.00971,0.00947,0.87749,0.00064,2.664,0.71976,9.46234,0.90398,1.61323,0.01379,0.82636,0.26936,0.0,0.13852,0.3803,0.0,0.0,0.0,0.65558,0.0,0.87287,0.0,0.0
0.25586,0.0092,0.00939,0.92494,0.00052,2.29901,0.45092,7.96354,0.82727,1.98922,0.01107,0.85337,0.27304,0.0,0.10853,0.36701,0.0,0.0,0.0,0.62786,0.0,1.0,0.0,0.0
